name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
Scrap Metal Depot,https://www.scrapmetaldepot.com,6789 Depot St,Houston,TX,77003,United States,(713) 555-2121,info@scrapmetaldepot.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $250/ton, Copper: $3.00/lb",Your one-stop scrap metal shop.
Metro Scrap Metal,https://www.metroscrapmetal.com,7890 Metro St,Houston,TX,77004,United States,(713) 555-2222,info@metroscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.05/lb, Brass: $3.30/lb",Scrap metal recycling and processing.
Eagle Scrap Metal,https://www.eaglescrapmetal.com,1234 Eagle St,Houston,TX,77005,United States,(713) 555-2323,info@eaglescrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $220/ton, Copper: $3.10/lb",Reliable scrap metal recycling.
Champion Scrap Metal,https://www.championscrapmetal.com,2345 Champion St,Houston,TX,77006,United States,(713) 555-2424,info@championscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.20/lb, Brass: $3.40/lb",Scrap metal recycling and processing.
Liberty Scrap Metal,https://www.libertyscrapmetal.com,3456 Liberty St,Houston,TX,77007,United States,(713) 555-2525,info@libertyscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $240/ton, Copper: $3.15/lb",Local scrap metal recycling service.
Pioneer Scrap Metal,https://www.pioneerscrapmetal.com,4567 Pioneer St,Houston,TX,77008,United States,(713) 555-2626,info@pioneerscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.25/lb, Brass: $3.35/lb",Scrap metal recycling and processing.
Titan Scrap Metal,https://www.titanscrapmetal.com,6789 Titan St,Houston,TX,77009,United States,(713) 555-2727,info@titanscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $230/ton, Copper: $3.20/lb",Reliable scrap metal recycling.
Valor Scrap Metal,https://www.valorscrapmetal.com,7890 Valor St,Houston,TX,77010,United States,(713) 555-2828,info@valorscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.30/lb, Brass: $3.45/lb",Scrap metal recycling and processing.
Unity Scrap Metal,https://www.unityscrapmetal.com,1234 Unity St,Houston,TX,77011,United States,(713) 555-2929,info@unityscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $240/ton, Copper: $3.25/lb",Local scrap metal recycling service.
Noble Scrap Metal,https://www.noblescrapmetal.com,2345 Noble St,Houston,TX,77012,United States,(713) 555-3030,info@noblescrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.40/lb, Brass: $3.50/lb",Scrap metal recycling and processing.
Summit Scrap Metal,https://www.summitscrapmetal.com,3456 Summit St,Houston,TX,77013,United States,(713) 555-3131,info@summitscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $250/ton, Copper: $3.30/lb",Reliable scrap metal recycling.
Cypress Scrap Metal,https://www.cypressscrapmetal.com,4567 Cypress St,Houston,TX,77014,United States,(713) 555-3232,info@cypressscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass","Copper: $3.35/lb, Brass: $3.55/lb",Scrap metal recycling and processing.
Texas Metal Recycling,https://www.texasmetalrecycling.com,12345 Westpark Dr,Houston,TX,77077,United States,(281) 555-0123,info@texasmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel, Brass","Copper: $3.50/lb, Aluminum: $0.90/lb",Local scrap metal recycling center.
Scrap Metal Solutions,https://www.scrapmetalhouston.com,6789 S Main St,Houston,TX,77030,United States,(713) 555-0456,contact@scrapmetalhouston.com,,,Mon-Sat 9am-6pm,"Steel, Iron, Aluminum","Steel: $0.15/lb, Aluminum: $0.85/lb",Comprehensive scrap metal solutions provider.
Houston Scrap Yard,https://www.houstonscrapyard.com,2345 Industrial Blvd,Houston,TX,77029,United States,(281) 555-0789,info@houstonscrapyard.com,,,Mon-Fri 7am-4pm,"Copper, Brass, Lead","Copper: $3.60/lb, Brass: $2.50/lb",Your local scrap yard for all metal types.
Recycling Innovations,https://www.recyclinginnovations.com,3456 W Loop N Fwy,Houston,TX,77092,United States,(713) 555-1234,info@recyclinginnovations.com,,,Mon-Fri 8am-5pm,"Electronics, Copper, Aluminum","Electronics: $0.20/lb, Copper: $3.40/lb",Specializing in electronics recycling.
Metal Recycling Experts,https://www.metalrecyclingexperts.com,4567 E Freeway,Houston,TX,77020,United States,(713) 555-5678,contact@metalrecyclingexperts.com,,,Mon-Sat 8am-6pm,"Steel, Aluminum, Brass","Steel: $0.10/lb, Aluminum: $0.80/lb",Experts in metal recycling and processing.
Green Metal Recycling,https://www.greenmetalrecycling.com,5678 N Shepherd Dr,Houston,TX,77091,United States,(281) 555-2345,info@greenmetalrecycling.com,,,Mon-Fri 9am-5pm,"Copper, Aluminum, Steel","Copper: $3.55/lb, Aluminum: $0.75/lb",Eco-friendly metal recycling services.
Auto Salvage & Scrap,https://www.autosalvagescrap.com,7890 S Loop W,Houston,TX,77054,United States,(713) 555-3456,info@autosalvagescrap.com,,,Mon-Sat 8am-5pm,"Auto Parts, Steel, Aluminum","Auto Parts: $0.05/lb, Steel: $0.12/lb",Specializing in auto salvage and scrap.
Industrial Metal Recovery,https://www.industrialmetalrecovery.com,8901 N Main St,Houston,TX,77022,United States,(281) 555-4567,info@industrialmetalrecovery.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.14/lb, Copper: $3.45/lb",Industrial metal recovery services.
Houston Metal Exchange,https://www.houstonmetalexchange.com,1234 E 11th St,Houston,TX,77009,United States,(713) 555-6789,info@houstonmetalexchange.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.70/lb, Aluminum: $0.95/lb",Metal exchange and recycling services.
Metal Recycling Center,https://www.metalrecyclingcenter.com,3456 S 45th St,Houston,TX,77031,United States,(713) 555-8901,info@metalrecyclingcenter.com,,,Mon-Fri 8am-5pm,"Aluminum, Copper, Steel","Aluminum: $0.85/lb, Copper: $3.50/lb",Comprehensive metal recycling services.
Scrap Metal Buyers,https://www.scrapmetalbuyers.com,4567 W 12th St,Houston,TX,77008,United States,(281) 555-0124,info@scrapmetalbuyers.com,,,Mon-Fri 9am-5pm,"Copper, Aluminum, Brass","Copper: $3.65/lb, Brass: $2.45/lb",Buying all types of scrap metal.
Houston Recycling Solutions,https://www.houstonrecyclingsolutions.com,6789 W 34th St,Houston,TX,77092,United States,(713) 555-3457,info@houstonrecyclingsolutions.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Aluminum","Steel: $0.11/lb, Copper: $3.55/lb",Innovative recycling solutions for metals.
Eco-Friendly Scrap Metal,https://www.ecofriendlyscrap.com,7890 S 45th St,Houston,TX,77054,United States,(281) 555-6780,info@ecofriendlyscrap.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Eco-friendly scrap metal recycling.
Houston Scrap Metal Co.,https://www.houstonscrapmetalco.com,1234 S Main St,Houston,TX,77002,United States,(713) 555-7891,info@houstonscrapmetalco.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.12/lb, Copper: $3.50/lb",Reliable scrap metal company in Houston.
Metal Recovery Services,https://www.metalrecoveryservices.com,2345 E 45th St,Houston,TX,77029,United States,(281) 555-8902,info@metalrecoveryservices.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.65/lb, Aluminum: $0.85/lb",Specializing in metal recovery services.
Scrap Metal Recycling Center,https://www.scrapmetalrecyclingcenter.com,3456 S 34th St,Houston,TX,77031,United States,(713) 555-0125,info@scrapmetalrecyclingcenter.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.10/lb, Copper: $3.40/lb",Your local recycling center for scrap metal.
Houston Scrap Metal Exchange,https://www.houstonscrapmetalexchange.com,4567 W 45th St,Houston,TX,77022,United States,(281) 555-6781,info@houstonscrapmetalexchange.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.55/lb, Aluminum: $0.80/lb",Scrap metal exchange services.
Metal Recycling Solutions,https://www.metalrecyclingsolutions.com,6789 E 12th St,Houston,TX,77009,United States,(713) 555-8903,info@metalrecyclingsolutions.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.11/lb, Copper: $3.45/lb",Solutions for all your metal recycling needs.
Houston Scrap Metal Services,https://www.houstonscrapmetalservices.com,7890 W 34th St,Houston,TX,77031,United States,(281) 555-0126,info@houstonscrapmetalservices.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Reliable scrap metal services in Houston.
Scrap Metal Pros,https://www.scrapmetalpros.com,1234 S 45th St,Houston,TX,77054,United States,(713) 555-7892,info@scrapmetalpros.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.12/lb, Copper: $3.50/lb",Professional scrap metal services.
Houston Metal Recycling Co.,https://www.houstonmetalrecyclingco.com,2345 E 34th St,Houston,TX,77018,United States,(281) 555-8904,info@houstonmetalrecyclingco.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.65/lb, Aluminum: $0.85/lb",Metal recycling company serving Houston.
Scrap Metal Warehouse,https://www.scrapmetalwarehouse.com,3456 W 12th St,Houston,TX,77008,United States,(713) 555-0127,info@scrapmetalwarehouse.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.10/lb, Copper: $3.40/lb",Warehouse for scrap metal recycling.
Houston Scrap Metal Group,https://www.houstonscrapmetalgroup.com,4567 S 34th St,Houston,TX,77031,United States,(281) 555-6782,info@houstonscrapmetalgroup.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Group specializing in scrap metal.
Metal Recycling Hub,https://www.metalrecyclinghub.com,6789 E 45th St,Houston,TX,77022,United States,(713) 555-8905,info@metalrecyclinghub.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.11/lb, Copper: $3.45/lb",Hub for all metal recycling needs.
Houston Scrap Metal Services Inc.,https://www.houstonscrapmetalservicesinc.com,7890 W 34th St,Houston,TX,77031,United States,(281) 555-0128,info@houstonscrapmetalservicesinc.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.65/lb, Aluminum: $0.85/lb",Scrap metal services in Houston.
Scrap Metal Recycling Group,https://www.scrapmetalrecyclinggroup.com,1234 S 12th St,Houston,TX,77002,United States,(713) 555-7893,info@scrapmetalrecyclinggroup.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.12/lb, Copper: $3.50/lb",Group specializing in scrap metal recycling.
Houston Metal Recovery,https://www.houstonmetalrecovery.com,2345 E 34th St,Houston,TX,77018,United States,(281) 555-8906,info@houstonmetalrecovery.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.65/lb, Aluminum: $0.85/lb",Metal recovery services in Houston.
Scrap Metal Experts,https://www.scrapmetalexperts.com,3456 W 12th St,Houston,TX,77008,United States,(713) 555-0129,info@scrapmetalexperts.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.10/lb, Copper: $3.40/lb",Experts in scrap metal recycling.
Houston Scrap Metal & Recycling,https://www.houstonscrapmetalrecycling.com,4567 S 34th St,Houston,TX,77031,United States,(281) 555-6783,info@houstonscrapmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Scrap metal and recycling services.
Metal Recycling Depot,https://www.metalrecyclingdepot.com,6789 E 34th St,Houston,TX,77022,United States,(713) 555-8907,info@metalrecyclingdepot.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.11/lb, Copper: $3.45/lb",Depot for metal recycling.
Houston Scrap Metal Services LLC,https://www.houstonscrapmetalservicesllc.com,7890 W 34th St,Houston,TX,77031,United States,(281) 555-0120,info@houstonscrapmetalservicesllc.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Reliable scrap metal services in Houston.
Scrap Metal Recycling Solutions,https://www.scrapmetalrecyclingsolutions.com,1234 S 12th St,Houston,TX,77002,United States,(713) 555-7894,info@scrapmetalrecyclingsolutions.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.12/lb, Copper: $3.50/lb",Solutions for scrap metal recycling.
Houston Metal Recycling Services,https://www.houstonmetalrecyclingservices.com,2345 E 34th St,Houston,TX,77018,United States,(281) 555-8908,info@houstonmetalrecyclingservices.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.65/lb, Aluminum: $0.85/lb",Metal recycling services in Houston.
Scrap Metal Recycling Experts,https://www.scrapmetalrecyclingexperts.com,3456 W 12th St,Houston,TX,77008,United States,(713) 555-0121,info@scrapmetalrecyclingexperts.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.10/lb, Copper: $3.40/lb",Experts in scrap metal recycling.
Houston Scrap Metal & Recovery,https://www.houstonscrapmetalrecovery.com,4567 S 34th St,Houston,TX,77031,United States,(281) 555-6784,info@houstonscrapmetalrecovery.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Scrap metal and recovery services.
Metal Recycling Experts LLC,https://www.metalrecyclingexpertsllc.com,6789 E 34th St,Houston,TX,77022,United States,(713) 555-8909,info@metalrecyclingexpertsllc.com,,,Mon-Fri 8am-5pm,"Steel, Copper, Brass","Steel: $0.11/lb, Copper: $3.45/lb",Experts in metal recycling.
Houston Scrap Metal & Processing,https://www.houstonscrapmetalprocessing.com,7890 W 34th St,Houston,TX,77031,United States,(281) 555-0123,info@houstonscrapmetalprocessing.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel","Copper: $3.60/lb, Aluminum: $0.90/lb",Scrap metal processing services.
Katy Scrap Metal,https://www.katyscrapmetal.com,1234 Katy Fort Bend Rd,Katy,TX,77493,United States,(281) 391-9999,info@katyscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass",,Scrap metal yard serving Katy and surrounding areas.
Cypress Recycling Center,https://www.cypressrecycling.com,12345 Cypress N Houston Rd,Cypress,TX,77429,United States,(281) 469-9999,info@cypressrecycling.com,,,Mon-Sat 8am-5pm,"Steel, Aluminum, Electronics",,Recycling center for metals and electronics.
Baytown Scrap Yard,https://www.baytownscrapyard.com,5678 Bayway Dr,Baytown,TX,77520,United States,(281) 420-9999,info@baytownscrapyard.com,,,Mon-Fri 8am-5pm,"Copper, Steel, Aluminum",,Local scrap yard for various metals.
Humble Metal Recycling,https://www.humblemr.com,2345 Humble Westfield Rd,Humble,TX,77338,United States,(281) 446-9999,info@humblemr.com,,,Mon-Sat 8am-5pm,"Aluminum, Brass, Steel",,Recycling services for metals in Humble.
Spring Scrap Metal,https://www.springscrapmetal.com,3456 Spring Cypress Rd,Spring,TX,77388,United States,(281) 350-9999,info@springscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Steel, Aluminum",,Scrap metal recycling and processing.
Pearland Metal Recycling,https://www.pearlandmetalrecycling.com,4567 Broadway St,Pearland,TX,77581,United States,(281) 485-9999,info@pearlandmetalrecycling.com,,,Mon-Fri 8am-5pm,"Aluminum, Copper, Steel",,Local metal recycling services.
League City Scrap Metal,https://www.leaguecityscrap.com,6789 League City Pkwy,League City,TX,77573,United States,(281) 332-9999,info@leaguecityscrap.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass",,Scrap metal yard in League City.
Rosenberg Recycling Center,https://www.rosenbergrecycling.com,7890 1st St,Rosenberg,TX,77471,United States,(281) 342-9999,info@rosenbergrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Recycling center for metals in Rosenberg.
Conroe Scrap Metal,https://www.conroescrapmetal.com,8901 I-45 N,Conroe,TX,77303,United States,(936) 756-9999,info@conroescrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal recycling services in Conroe.
Webster Metal Recycling,https://www.webstermetalrecycling.com,1234 NASA Pkwy,Webster,TX,77598,United States,(281) 332-9999,info@webstermetalrecycling.com,,,Mon-Fri 8am-5pm,"Aluminum, Copper, Brass",,Local metal recycling services.
Galveston Scrap Metal,https://www.galvestonscrapmetal.com,4567 Seawall Blvd,Galveston,TX,77550,United States,(409) 763-9999,info@galvestonscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal yard in Galveston.
Missouri City Recycling,https://www.missouricityrecycling.com,7890 Texas Pkwy,Missouri City,TX,77489,United States,(281) 208-9999,info@missouricityrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Recycling services for metals in Missouri City.
Stafford Scrap Metal,https://www.staffordscrapmetal.com,1234 W Airport Blvd,Stafford,TX,77477,United States,(281) 261-9999,info@staffordscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Brass",,Local scrap metal yard in Stafford.
Friendswood Metal Recycling,https://www.friendswoodmetalrecycling.com,2345 W Parkwood Ave,Friendswood,TX,77546,United States,(281) 482-9999,info@friendswoodmetalrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Scrap metal recycling services in Friendswood.
Electronics Recycling Houston,https://www.electronicsrecyclinghouston.com,7890 W Little York Rd,Houston,TX,77040,United States,(713) 999-9999,info@electronicsrecyclinghouston.com,,,Mon-Fri 8am-5pm,"Electronics, Copper, Aluminum",,Recycling services for electronics.
Houston Scrap Metal Buyers,https://www.houstonscrapmetalbuyers.com,1234 N Shepherd Dr,Houston,TX,77008,United States,(713) 999-9999,info@houstonscrapmetalbuyers.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Buyers of scrap metal in Houston.
Humble Scrap Yard,https://www.humblescrapyard.com,1234 Humble Westfield Rd,Humble,TX,77338,United States,(281) 446-9999,info@humblescrapyard.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Local scrap yard in Humble.
Spring Metal Recycling,https://www.springmetalrecycling.com,2345 Spring Cypress Rd,Spring,TX,77388,United States,(281) 350-9999,info@springmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal recycling services in Spring.
Katy Metal Recycling,https://www.katyrecycling.com,1234 Katy Mills Blvd,Katy,TX,77494,United States,(281) 391-9999,info@katyrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Recycling services for metals in Katy.
Pasadena Scrap Metal,https://www.pasadenascrapmetal.com,4567 Pasadena Blvd,Pasadena,TX,77503,United States,(713) 920-9999,info@pasadenascrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal yard in Pasadena.
Clear Lake Recycling,https://www.clearlakerecycling.com,7890 S Shore Blvd,Houston,TX,77058,United States,(281) 333-9999,info@clearlakerecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Recycling services for metals in Clear Lake.
Rosenberg Metal Recycling,https://www.rosenbergmetalrecycling.com,1234 1st St,Rosenberg,TX,77471,United States,(281) 342-9999,info@rosenbergmetalrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Metal recycling services in Rosenberg.
Humble Recycling Center,https://www.humblerc.com,2345 W Little York Rd,Humble,TX,77338,United States,(281) 446-9999,info@humblerc.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Recycling center for metals in Humble.
Kingwood Scrap Metal,https://www.kingwoodscrapmetal.com,1234 Kingwood Dr,Kingwood,TX,77339,United States,(281) 358-9999,info@kingwoodscrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal yard in Kingwood.
Sugar Land Metal Recycling,https://www.sugarlandmetalrecycling.com,4567 Hwy 6,Sugar Land,TX,77478,United States,(281) 491-9999,info@sugarlandmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Metal recycling services in Sugar Land.
Atascocita Scrap Metal,https://www.atascocitascrapmetal.com,1234 Atascocita Rd,Atascocita,TX,77346,United States,(281) 812-9999,info@atascocitascrapmetal.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal yard in Atascocita.
Cypress Metal Recycling,https://www.cypressmetalrecycling.com,123 Cypress Creek Pkwy,Cypress,TX,77429,United States,(281) 469-1234,info@cypressmetalrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Local metal recycling services.
Richmond Recycling Center,https://www.richmondrecycling.com,123 Richmond Ave,Richmond,TX,77469,United States,(281) 342-1234,info@richmondrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Recycling center for various metals.
Baytown Metal Recycling,https://www.baytownmetalrecycling.com,123 Bayway Dr,Baytown,TX,77520,United States,(281) 420-1234,info@baytownmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Scrap metal recycling and processing in Baytown.
Conroe Metal Recycling,https://www.conroemetalrecycling.com,123 Conroe Park North Dr,Conroe,TX,77303,United States,(936) 756-1234,info@conroemetalrecycling.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Scrap metal recycling services in Conroe.
Webster Recycling Center,https://www.websterrecycling.com,456 NASA Pkwy,Webster,TX,77598,United States,(281) 332-1234,info@websterrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Recycling center for various metals.
Richmond Scrap Metal,https://www.richmondscrapmetal.com,123 Richmond Pkwy,Richmond,TX,77469,United States,(281) 342-1234,info@richmondscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Scrap metal recycling and processing.
League City Scrap Yard,https://www.leaguecityscrapyard.com,123 League City Pkwy,League City,TX,77573,United States,(281) 332-1234,info@leaguecityscrapyard.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Scrap yard for metal recycling.
Galveston Metal Recycling,https://www.galvestonmetalrecycling.com,456 Seawall Blvd,Galveston,TX,77550,United States,(409) 763-1234,info@galvestonmetalrecycling.com,,,Mon-Fri 8am-5pm,"Copper, Aluminum, Steel",,Metal recycling services in Galveston.
Pearland Scrap Metal,https://www.pearlandscrapmetal.com,123 Pearland Pkwy,Pearland,TX,77581,United States,(281) 485-1234,info@pearlandscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Local scrap metal recycling services.
Missouri City Scrap Metal,https://www.missouricityscrapmetal.com,123 Missouri City Blvd,Missouri City,TX,77459,United States,(281) 499-1234,info@missouricityscrapmetal.com,,,Mon-Fri 8am-5pm,"Steel, Aluminum, Copper",,Local scrap metal recycling services.
