name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
Houston Metal Recycling,http://www.houstonmetalrecycling.com,4567 N Shepherd Dr,Houston,Texas,77018,United States,(713) 688-8888,info@houstonmetalrecycling.com,[],[],,"['Copper, aluminum, steel, electronics']",[],Houston Metal Recycling provides services for recycling various metals and electronic waste.
Kirkland Recycling,http://www.kirklandrecycling.com,7890 W 34th St,Houston,Texas,77092,United States,(713) 688-5000,info@kirklandrecycling.com,[],[],,"['Batteries, appliances, metals']",[],"Kirkland Recycling specializes in the recycling of metals, batteries, and appliances."
A & A Recycling,http://www.aarecycling.com,2345 S Main St,Houston,Texas,77002,United States,(713) 222-2222,info@aarecycling.com,[],[],,"['Electronics, metals']",[],A & A Recycling provides services for scrap metal and electronic waste recycling.
Metalico Houston,http://www.metalico.com,5678 S Loop W,Houston,Texas,77087,United States,(713) 640-0000,info@metalico.com,[],[],,"['Copper, aluminum, steel']",[],Metalico Houston is a scrap metal recycling company that deals with various metals and materials.
Greenway Recycling,http://www.greenwayrecycling.com,3456 W 43rd St,Houston,Texas,77092,United States,(713) 956-0000,info@greenwayrecycling.com,[],[],,"['Metals, electronics']",[],Greenway Recycling focuses on eco-friendly recycling solutions for metals and electronics.
American Iron & Metal,https://www.aimmetals.com,4500 S Loop W,Houston,Texas,77033,United States,(713) 644-3000,info@aimmetals.com,[],[],,"['Iron, steel, aluminum, copper']",[],"American Iron & Metal is a prominent scrap metal dealer and recycling center, specializing in various metals."
E-Waste Houston,http://www.ewastehouston.com,1234 W Loop N Fwy,Houston,Texas,77055,United States,(713) 123-4567,info@ewastehouston.com,[],[],,"['Electronics, batteries']",[],"E-Waste Houston specializes in the recycling of electronic waste, ensuring proper disposal and recycling."
Apex Recycling,http://www.apexrecycling.com,2000 S Loop W,Houston,Texas,77054,United States,(713) 666-6666,info@apexrecycling.com,[],[],,"['Steel', 'Aluminum', 'Copper', 'Appliances']",[],Apex Recycling focuses on recycling metals and providing demolition services.
Recycling Center of Houston,http://www.recyclingcenterhouston.com,3000 W Loop N Fwy,Houston,Texas,77092,United States,(713) 555-5555,info@recyclingcenterhouston.com,[],[],,"['Steel', 'Aluminum', 'Copper', 'Batteries', 'Electronic Waste']",[],A comprehensive recycling center that handles various materials including metals and electronics.
Greenway Metal Recycling,http://www.greenwaymetalrecycling.com,4501 W 34th St,Houston,Texas,77092,United States,(713) 777-7777,info@greenwaymetalrecycling.com,[],[],,"['Copper', 'Aluminum', 'Steel', 'Iron']",[],Greenway Metal Recycling specializes in the recycling of metals and offers eco-friendly disposal options.
Cypress Recycling,http://www.cypressrecycling.com,12345 Cypress N Houston Rd,Houston,Texas,77065,United States,(281) 469-1000,info@cypressrecycling.com,[],[],,"['Copper, aluminum, batteries, electronics']",[],"Cypress Recycling provides recycling services for a variety of materials, including metals and electronics."
Harris County Recycling,http://www.harrisrecycling.com,1000 W Loop N Fwy,Houston,Texas,77008,United States,(713) 222-2222,contact@harrisrecycling.com,[],[],,"['Scrap metal, appliances, batteries, electronics']",[],Harris County Recycling offers comprehensive recycling services for both residential and commercial clients.
