name,website,street_address,city,region,postal_code,country,phones,emails,whatsapp,social_links,opening_hours,materials,material_prices,description
San Jose Metals Recycling Facility,https://recyclingcenters.org/Business_Profile/103362/95051/sanjosemetalsrecyclingfacility.html,1032 North 10th St,San Jose,CA,95112,United States,['(408) 293-4032'],[],[],[],,['Electronic'],[],"San Jose Metals Recycling Facility - 1032 North 10th St San Jose, CA 95112 Local Recycling Centers and Recycling Information and Statistics"
Frequently Asked Questions,https://calmetalrecyclers.com/faq/,"404





Got a quest",ion,OR,,United States,[],[],[],[],,"['Appliance', 'Steel', 'Iron', 'Scrap Metal', 'Lead']",[],
California Scrap Metal Prices - USA,https://www.priceofscrapmetals.com/california/,2 years and law enforcement have the right to inspect these record,s at a,NY,,United States,[],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Find the Latest Scrap Metal Prices in California today. Check the current scrap price for copper, steel, aluminum, brass, gold and other ferrous and non-ferrous materials."
Junkyard Auto Parts inLos Angeles (CA),https://usjunkyards.com/st-california/cy-los-angeles/ci-los-angeles/yd-2375-junkyard-auto-parts/,"3 Reviews





View Junkyard
Sell Car


 







                    AAA Junk Removal
                






 Based on 12 Reviews





View Junkyard",Sell C,AR,,United States,"['(888) 853-0481', '(310) 518-0037']",[],[],[],,"['Auto Parts', 'Scrap Metal']",[],"Junkyard Auto Parts is located in the city of Los Angeles, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database. Closed."
"Allied Auto Recycling Yard - Quality Used Parts - We Buy Cars - Riverside, CA",https://www.alliedautosalvage.com/,1926 Spruce St.,Riverside,CA,92507,United States,"['(877) 784-0057', '(951) 784-0057']",[],[],[],Store Hours: Mon - Fri 8:00am - 5:00pm,['Auto Parts'],[],"Allied Auto Recycling Yard - Quality Used Parts - We Buy Cars - Riverside, CA"
"IMPORTS LA SALVAGE - Quality Used Auto Parts, T.323-588-6100. Los Angeles, CA",https://importslasalvage.com/,"6100














  



Home
About
Services
Our Inventory
Reach us

Contact













Our Inventory






















IMPORTS LA SALVAGE
Serving Southern California used auto parts indust",ry a,ND,,United States,['(323) 588-6100'],"['number323-588-6100emailimportslasalv@gmail.comopening', 'importslasalv@gmail.com', 'emailimportslasalv@gmail.com']",[],[],,['Auto Parts'],[],"Thousands of used auto parts for Honda, Toyota, Nissan, Volkswagen, KIA, Hyundai, Mazda cars near you."
"Recycling Plastic and Metal | Universal Service Recycling, Inc. R",https://usrscrap.com/,3200 South El Dorado StreetSt,ockton,CA,95206,United States,[],['info@usrscrap.com'],[],[],,"['Scrap Metal', 'Iron']",[],"Recycling cans, plastic bottles and metal in Stockton, Modesto, Merced and Sacramento, California. Largest metal recycler for cash"
EXPERIENCED RECYCLING COMPANY SERVING ​THESAN JOSE AREA,https://www.ranchtownrecycling.com/,775 Lincoln Ave,San Jose,CA,95126,United States,['(408) 292-3333'],[],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Need help recycling scrap metal? Visit Ranch Town Recycling in San Jose, CA. We pay cash! Call 408-292-3333 today"
"Junkyards & Auto Salvagein Reno, NV",https://preferredjunkyard.com/nevada/reno/,301 Montello St,Reno,NV,89512,United States,[],[],[],[],,"['Auto Parts', 'Iron']",[],"Find Trusted Junkyards and Auto Salvage Yards in Reno, Nevada that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
Junk Scrap Yards in California,https://junkscrapyard.com/state-province/california/,3624 Recycle RoadRancho Cord,ova,CA,95742,United States,"['(800) 235-8733', '(877) 643-7626', '(888) 630-8949']","['ipartsonly@gmail.com', 'bluemotors@sbcglobal.net', 'brad@subwaytruckparts.com']",[],[],,"['Auto Parts', 'Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],Junk Scrap Yards in California
"Las Vegas,Nevada Junkyards & Salvage Yards",https://www.rustysautosalvage.com/nevada/las-vegas.html,,,,,United States,"['(866) 439-4401', '(417) 793-2028', '(412) 141-7793']",[],[],[],,"['Scrap Metal', 'Lead']",[],Our network of Las Vegas Nevada junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of Las Vegas NV.
All Japanese Auto Parts inEast Los Angeles (CA),https://usjunkyards.com/st-california/cy-los-angeles/ci-east-los-angeles/yd-19908-all-japanese-auto-parts/,"2018
											









 
Adr",ian Di,AZ,,United States,"['(888) 853-0481', '(323) 564-7900']",[],[],[],,"['Auto Parts', 'Scrap Metal', 'Iron']",[],"All Japanese Auto Parts is located in the city of East Los Angeles, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database."
Junk King San Jose's Scrap Metal Pickup Services,https://www.junk-king.com/locations/sanjose/scrap-metal-pickup,"2005 Junk King was launched as the dependable junk hauling service to clear unwanted clutter from homes and businesses.


Contact Us Have any quest",ions abo,UT,,United States,"['(737) 888-5865', '(408) 912-1063', '(888) 888-5865']",[],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal', 'Lead']",[],"Scrap Metal Pickup | Junk King San Jose can provide you with top-notch scrap metal pickup services in San Jose, CA, and the surrounding areas."
SA Recycling San Diego Main St,https://www.sarecycling.com/yard/sa-recycling-san-diego-main-st/,2411 North Glassell Street,Orange,CA,92865,United States,"['(619) 234-6691', '(800) 468-7272']",['inquiries.sandiego-main@sarecycling.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],
San Francisco California Junkyards & Salvage Yards,https://www.kellysjunkyards.com/california/san-francisco.html,,San Francisco,CA,94102,United States,['(877) 345-3559'],[],[],[],,[],[],
Junkyards list inSan Diego (CA),https://usjunkyards.com/st-california/cy-san-diego/,"73 Reviews


150 Reed Ct",Chu,LA,,United States,['(888) 853-0481'],[],[],[],,"['Auto Parts', 'Scrap Metal', 'Lead']",[],"This page has compiled the nearest junkyards and auto salvage in San Diego County, CA. ⭐ On this page, you can locate the nearest junkyards and salvage yards to find parts for your vehicle or to sell it."
"Alameda Metals, Corp",https://www.alamedametals.com/,,,,,United States,['(661) 538-0299'],"['contact@alamedametals.com', 'alamedametalsusa@gmail.com']",[],[],,"['Appliance', 'Aluminum', 'Copper', 'Scrap Metal']",[],"Alameda Metals is a state of the art, full service recycling center located in Palmdale, California."
Arizona Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/arizona/,"0








Turbine Alloys
2229 W Roosevelt St",Phoenix,AZ,85009,United States,"['(520) 348-2001', '(520) 989-7286', '(602) 258-5885']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in Arizona. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
YOUR PREMIERSCRAP METAL RECYCLING CENTER,https://www.gmrecycling.com/,65072301 W 5th Street,Santa Ana,CA,92703,United States,['(323) 722-9995'],['info@gmrecycling.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],"General Metal Recycling Co. in Montebello, CA, has your ferrous and nonferrous metal recycling needs covered. Call us at 323-722-9995 today."
Scrap Division,https://renosalvage.com/scrap-division/,301 Montello Street,Reno,NV,89512,United States,['(775) 323-7109'],"['renosalvage@gmail.com', '323-7109renosalvage@gmail.comhours']",[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],
All Recycling Center,https://iscrapapp.com/yards/us-california-barstow-all-recycling-center/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(760) 256-1204'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"All Recycling Center, Scrap Metal Yard in Barstow, California"
Serving South Floridawith quality used auto parts,http://www.sanjoseusedautoparts.com/,"0383
786.985.9946



5050 E 11th Ave",Hialeah,FL,33013,United States,"['(786) 985-9946', '(305) 688-0383']",[],[],[],Mon - Fri 8:00am - 4:00pm Sat & Sun Closed,['Auto Parts'],[],Hialeah Auto Recyclers LLC: serving South Florida with quality used parts and a passion for the automotive industry
Quality Auto & Truck Parts,http://www.actionautosanjose.com/,242 Hillcap Avenue,San Jose,CA,95136,United States,"['(800) 606-9732', '(408) 225-5553']",[],[],[],,['Auto Parts'],[],
Scrap metal collection andrecycling services,https://www.pinascrapmetal.com/,,Grass Valley,CA,95945,United States,"['(503) 802-1015', '(530) 802-1015']",['info@pinascrapmetal.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],
Scrap Metal Recycling | Sell & Recycle Metal with Alco Metals,https://alcometals.com/scrap-metal/,"30 PM





 
2140 Davis St",San Leandro,CA,94577,United States,['(510) 562-1107'],['info@alcometals.com'],[],[],,"['Appliance', 'Iron', 'Scrap Metal']",[],"Alco Metals offers top-dollar pricing for scrap metal recycling in the Bay Area. Sell aluminum, stainless steel, and more with eco-friendly recycling solutions."
Alco Metals | Bay Area Metal Supplier & Recycling Services,https://alcometals.com/about-us/,"30 PM





 
2140 Davis St",San Leandro,CA,94577,United States,['(510) 562-1107'],['info@alcometals.com'],[],[],,"['Appliance', 'Iron', 'Lead', 'Scrap Metal']",[],
Nevada Scrap Metal Buyers & Recycling Centers,https://scrapvisor.com/nevada/,175 Lyon Dr,Fernley,NV,89408,United States,"['(775) 200-0369', '(775) 618-0345', '(775) 209-0077']",[],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead', 'Zinc']",[],"Find trusted scrap metal buyers and recycling centers in Nevada. View up-to-date scrap metal prices, explore our interactive map of local scrap yards, and connect with reputable companies for fast and profitable scrap sales."
"San Diego County Recycling - Metals, We Recycle All Metals",https://sandiegocountyrecycling.com/contact,3974 Spring Drive,Spring Valley,CA,91977,United States,['(619) 741-9780'],"['sdc_recycling@yahoo.com', 'sdc_recycling@yahoo.comhoursopen']",[],[],,[],[],San Diego's Leader In Metals Recycling.  Conveniently located in Spring Valley off 94 and Bancroft Exit. We recycle all metals.
Call Today! 916-912-0487,http://www.rudysmetals.com/,750 Richards Boulevard,Sacramento,CA,95811,United States,['(916) 912-0487'],['info@rudysmetals.com'],[],[],,"['Copper', 'Appliance', 'Brass', 'Steel', 'Aluminum', 'Iron', 'Catalytic Converter']",[],
OUR SERVICES,https://www.aim-recycling.com/us/san-diego,,,,,United States,['(619) 661-1148'],['info@aim-recycling.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron']",[],"Top Prices Paid Recycling Steel, Iron, Household Appliances, BBQs, Aluminum, Copper, Wires, Brass & More"
"Junkyards & Auto Salvagein Sacramento, CA",https://preferredjunkyard.com/california/sacramento/,903 Del Paso Blvd,Sacramento,CA,95815,United States,[],[],[],[],,"['Auto Parts', 'Iron']",[],"Find Trusted Junkyards and Auto Salvage Yards in Sacramento, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
San Diego Auto Wrecking,http://recycler.car-part.com/SanDiegoAutoWrecking/,951 Suite C Heritage Rd,San Diego,CA,92154,United States,"['(619) 661-1141', '(619) 671-9800', '(619) 661-1908']",['sandiegoaw@hotmail.com'],[],[],,[],[],"San Diego Auto Wrecking: serving the San Diego, CA area with quality used parts"
"Junkyards & Auto Salvagein Hayward, CA",https://preferredjunkyard.com/california/hayward/,452 W Tennyson Rd,Hayward,CA,94544,United States,[],[],[],[],,"['Battery', 'Iron', 'Catalytic Converter', 'Auto Parts']",[],"Find Trusted Junkyards and Auto Salvage Yards in Hayward, California that Buy Junk Cars and Sell Reliable Used Auto and Truck Parts."
Mings Recycling Corp,https://iscrapapp.com/yards/us-california-sacramento-mings-recycling-corp-2/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(916) 421-5054'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Mings Recycling Corp, Scrap Metal Yard in Sacramento, California"
US Auto Parts inSacramento (CA),https://usjunkyards.com/st-california/cy-sacramento/ci-sacramento/yd-2622-us-auto-parts/,"2020
											









 
Araceli Nadal



I return a broken headlight and they agree to send the money back. Their Bank declined the refund. Contact",them a,ND,,United States,"['(888) 853-0481', '(916) 851-9090']",[],[],[],,"['Auto Parts', 'Scrap Metal']",[],"US Auto Parts is located in the city of Sacramento, CA  ᐉ Contact information, reviews, photos, and opening hours are on our USJunkYards salvage yard database."
Metal,https://www.sandiegocounty.gov/content/sdc/dpw/recycling/Metal.html,"3900  2-1-1 San
  Diego Board of Supervisors Department Contact",s Med,IA,,United States,[],['recycle@sdcounty.ca.gov'],[],[],,"['Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],
San Jose Recycles,https://sanjoserecycles.org/guide/scrap-metal/,,,,,United States,[],['sjenvironment@sanjoseca.gov'],[],[],,"['Auto Parts', 'Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Iron', 'Scrap Metal']",[],
"A & R Scrap Metal Recycling CompanyA Scrap Metal Buyer in West Sacramento, California",https://www.armetalrecyclers.com/scrap-metal-buyer-west-sacramento-california.html,,,,,United States,['(832) 407-2801'],[],[],[],,['Scrap Metal'],[],"A & R Scrap Metal Recycling Company, scrap metal buyer in West Sacramento, California, scrap metal recycler, recycle scrap metal, scrap metal prices, scrap buyer, West Sacramento, California, CO"
ABOUT ATLAS IRON & METAL CO.,https://atlasironandmetal.com/,10019 S Alameda Street,Los Angeles,CA,90002,United States,"['(800) 540-5184', '(566) 518-4800', '(323) 566-5184']",[],[],[],,"['Copper', 'Iron', 'Scrap Metal', 'Steel']",[],"Atlas Iron & Metal Co. has been providing the Los Angeles area with scrap metal recycling services since 1949. Our goal is to make it easy and fun to scrap and recycle unwanted metals in Los Angeles, CA."
"San Francisco, CaliforniaScrap Metal Recycling & Disposal",https://www.usahazmat.com/us/ca/san-francisco/scrap-metal-recycling/,30 years and its because of the hard,work a,ND,,United States,['(855) 242-9628'],[],[],[],,"['Scrap Metal', 'Iron']",[],Preferred hazardous waste recycling partner for San Francisco for mixed waste scrap metals.
Recycling Center,https://www.dannyrecyclinginc.com/,1745 Walsh Ave.,Santa Clara,CA,95050,United States,[],[],[],[],,"['Aluminum', 'Copper']",[],
Customer Service Is Our #1 Priority,https://www.abtruckrecycling.com/,5171               2863 Commercial St,San Diego,CA,92113,United States,['(619) 234-5171'],"['92113619-234-5171abtruckrecycling@yahoo.com', 'abtruckrecycling@yahoo.com']",[],[],,['Auto Parts'],[],619-234-5171 - FREE estimates available. 90-day parts and labor guarantee. FREE Wi-Fi while you wait. ASE-certified technicians. CA auto repair.
Metal recycling center in Los Angeles,https://forscrap.com/,20749 Prairie St,Chatsworth,CA,91311,United States,"['(866) 567-2727', '(818) 357-7581']",['info@forscrap.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Scrap Metal', 'Stainless Steel']",[],"Looking for the nearest scrap yard near you? Greener Recycling is your Los Angeles, CA mobile metal scrap yard to sell your copper, brass and other non-ferrous metals for TOP $. Call our recycling center for quote and pick up now: (866)567-27-27"
Tapatio Auto and Truck Recycling - Rosamond Location,https://www.tapatioauto.com/rosamond-location/,2116 15th St,"W
Rosamo",ND,,United States,['(800) 388-9134'],[],[],[],,[],[],"We are located in the city of Rosamond California, we have a broad range of recycled OEM parts from most manufacturers, we use technology to lower costs."
Westside Auto Recycling!,https://www.westsideautorecycling.com/,,,,,United States,"['(310) 473-3221', '(800) 586-5869']",['westsideautorecycling@gmail.com'],[],[],,[],[],"At Westside Auto Recycling, we have over 25 years of experience. We pay top dollar for your cars, trucks, vans, and SUV's. Call 310-473-3221 today."
"Trusted Scrap Metal Recycling in San Diego, CA",https://sandiegocountyrecycling.com/metal-recycling,3974 Spring Drive,Spring Valley,CA,91977,United States,['(619) 741-9780'],[],[],[],,"['Scrap Metal', 'Iron']",[],"At San Diego County Recycling, we believe in responsible metal recycling. Reach out to our team today in San Diego, CA, for more helpful services."
circosta@circostametals.com,https://www.circostametals.com/services/,,,,,United States,['(415) 282-8568'],['circosta@circostametals.com'],[],[],,"['Aluminum', 'Scrap Metal', 'Iron']",[],"Explore Circosta Iron & Metal's scrap metal recycling services in San Francisco, Northern California. We handle ferrous, non-ferrous metals."
Ace Auto Wrecking,https://iscrapapp.com/yards/us-california-sacramento-ace-auto-wrecking/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,['(916) 443-8299'],[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal', 'Lead']",[],"Ace Auto Wrecking A Scrap Metal Yard and An Auto Salvage Yard in Sacramento, California Carries Various Car Parts and Auto Salvage Vehicles"
Ranch Town Recycling Center,https://iscrapapp.com/yards/us-california-san-jose-ranch-town-recycling-center/,"75
Fire Wire
Forktruck Battery
FSX 414
Fuses
Gold
Hard Drive Boards
Hard Drives
Hard Drives without Boards
Hastelloy Solids
Hastelloy Turnings
Heliax Wire
High Speed Steel
Housewire
Incomplete Car
Inconel
Inconel 792
Inconel 800
Inconel 825
Ink Cartridges
Insulated Aluminum Wire
Insulated Copper Cable
Insulated Copper Wire
Insulated Steel BX
Invar
Junkshop Extrusion
Keyboard","s
Kov",AR,,United States,[],[],[],[],,"['Battery', 'Copper', 'Appliance', 'Brass', 'Steel', 'Catalytic Converter', 'Aluminum', 'Iron', 'Stainless Steel', 'Scrap Metal']",[],"Ranch Town Recycling Center, Scrap Metal Yard in San Jose, California"
"Quality Used Engines, Transmissions, Body Panels Parts. Los Angeles, CA",https://abautodismantling.com/,90 day warranty. Our elect,ric,AL,,United States,['(323) 221-2400'],"['323-221-2400emailabwreckingyard@gmail.comopening', 'abwreckingyard@gmail.com', 'emailabwreckingyard@gmail.com']",[],[],,['Auto Parts'],[],"Engines, transmissions, break systems, suspension, electrical, body panels, tires, wheels, fuel systems, AC and Heating"
Tapatio Auto and Truck Recycling - San Diego Locations,https://www.tapatioauto.com/san-diego-locations/,2327 Siempre Viva Ct,San Diego,CA,92154,United States,['(800) 388-9134'],[],[],[],,[],[],"We are located in the city of San Diego California, and we have 3 locations for your convenience including a pick your own used part facility."
Downtownmetals,http://www.downtownmetals.com/,526 S Alameda St.,Los Angeles,CA,90013,United States,[],[],[],[],,['Aluminum'],[],"Welcome to Downtown Metals and Recycling Center. We are your local CRV Recycling 
Center. We Offer Competitive Pricing and  Outstanding Customer Service. 
Give us a call or come by and recycle your aluminum cans and plastic and 
glass bottles."
Scrap Metal Stores | Department of Public Safety,https://www.azdps.gov/services/enforcement-services/scrap/stores,2222 W. Encanto Blvd.,Phoenix,AZ,85009,United States,[],[],[],[],,"['Appliance', 'Copper', 'Iron', 'Scrap Metal']",[],Search by Store City
Metal Recycling Services,https://industrialmetalservice.com/metal-recycling/,260 Phelan Avenue,San Jose,CA,95112,United States,[],['metalsales@industrialmetalservice.com'],[],[],,"['Copper', 'Brass', 'Steel', 'Aluminum', 'Precious Metals', 'Scrap Metal', 'Stainless Steel', 'Zinc']",[],"Industrial Metal Service leads in sustainable practices. Explore our Metal Recycling solutions, contributing to a greener, more efficient future."
Autobahn BMW & Porsche Parts Dismantler,http://www.autobahnparts.com/,444 Vernon Way,El Cajon,CA,92020,United States,[],"['sean@autobahnparts.com', 'mike@autobahnparts.com', 'john@autobahnparts.com']",[],[],,[],[],
Arizona JUNKYARDS & SALVAGE YARDS,https://www.rustysautosalvage.com/arizona.html,,,,,United States,['(866) 439-4401'],[],[],[],,[],[],Our network of Arizona junkyards and auto salvage yards will pay you cash for your junk car on the spot and offer free junk car removal in all of AZ.
Metal Recycling﻿,https://www.nxtsteprecycling.com/metal-recycling,"3 Certification
  

Button






    

  HIPAA Compliant
  

Button






    

  GLBA COMPLIANT
  

Button



















   
      Take the Next Step IN Secure Metal Recycling


 We make e-wast",e dispos,AL,,United States,"['(408) 896-6200', '(692) 934-6918']",[],[],[],,"['Battery', 'Copper', 'Brass', 'Steel', 'Electronic', 'Aluminum', 'Precious Metals', 'Iron', 'Scrap Metal', 'Stainless Steel']",[],Secure metal recycling & precious metals recovery services. Contact us for compliant solutions today!
